distance_traveled,trip duration,num_of_passengers,time of day
694,3.52,1,75
553,2.4,1,60
770,3.17,1,78.75
666,6.86,1,108.75
1118,2.91,2,93.75
859,4.59,1,90
394,3.12,1,60
192,0.98,1,33.75
689,2.45,1,63.75
1784,5.41,1,142.5
589,2.48,1,63.75
989,5.83,2,108.75
395,2.49,3,52.5
689,5.36,1,90
617,1.93,3,60
58,0.61,1,187.5
611,10.67,1,146.25
343,1.9,2,45
2456,11.91,1,221.25
563,2.62,3,63.75
640,1.63,1,63.75
731,5.81,1,101.25
832,2.43,2,67.5
461,2.04,1,52.5
729,2.33,1,71.25
234,1.59,1,37.5
1167,8.5,2,142.5
84125,4.3,1,78.75
431,1.88,1,52.5
1432,7.31,2,142.5
644,2.78,1,71.25
689,4.02,1,78.75
483,2.09,1,56.25
1922,5.97,1,153.75
334,1.35,1,45
820,2.01,1,71.25
399,1.77,1,48.75
574,3.07,1,90
585,3.22,2,67.5
200,1.06,1,33.75
850,3.73,1,82.5
212,1.66,1,37.5
1126,4.67,1,101.25
408,1.29,1,45
1559,2.57,1,127.5
2225,17.35,2,262.5
675,2.25,1,67.5
712,1.27,2,63.75
531,2.48,1,60
2100,20.63,2,296.25
346,1.09,1,41.25
385,2.61,1,52.5
435,1.61,3,45
1210,11.84,1,168.75
1004,5.92,1,116.25
349,2.09,1,48.75
1996,9.11,1,176.25
1312,5.31,1,123.75
459,2.29,1,56.25
792,5.49,1,93.75
932,6.1,1,112.5
1003,3.54,1,90
757,3.3,1,78.75
715,2.98,1,75
816,2.19,1,75
586,2.14,1,56.25
76,0.63,1,26.25
999,6.79,1,120
806,3.6,1,82.5
1129,4.55,1,101.25
436,2.01,2,52.5
927,7.27,1,123.75
212,1.46,5,37.5
1689,6.76,2,146.25
708,2.85,1,71.25
583,2.35,1,60
649,3.07,1,71.25
141,0.53,1,26.25
928,3.93,1,90
1343,4.99,1,116.25
595,2.9,2,63.75
795,4.35,1,86.25
1170,8.09,1,135
1276,5.57,1,120
818,3.44,3,82.5
229,1.13,1,33.75
713,2.64,1,67.5
1322,11.31,1,168.75
705,3.54,1,75
781,3.27,1,75
639,7.97,1,120
595,2.43,2,63.75
434,2.41,1,52.5
837,4.46,1,93.75
1522,7,2,142.5
975,5.02,1,97.5
2322,9.25,1,195
502,3.15,1,63.75
343,1.13,1,41.25
875,3.14,1,78.75
961,5.46,1,101.25
1129,5.28,1,112.5
466,2.24,1,56.25
733,11.57,1,187.5
238,1.11,1,37.5
643,3.06,2,71.25
390,4.1,1,112.5
1021,3.48,1,93.75
180,0.64,1,30
3845,20.37,1,225
460,1.26,1,48.75
813,4.72,1,90
1420,10.22,1,168.75
276,1.79,1,45
568,1.5,1,52.5
697,2.64,1,71.25
2581,7.98,1,206.25
732,3.19,1,78.75
421,1.93,1,48.75
298,0.95,1,37.5
303,2.17,1,45
1576,5.15,1,131.25
864,3.17,2,78.75
683,3.59,2,75
702,3.17,1,71.25
621,3.19,1,67.5
1293,15.13,1,210
736,3.89,1,78.75
758,3.3,1,75
2500,13.66,1,262.5
978,3.83,1,93.75
1951,10.62,1,187.5
833,2.33,1,75
420,0.89,1,45
195,1.35,1,33.75
712,2.57,1,71.25
447,1.29,1,48.75
378,1.83,1,48.75
282,1.66,5,41.25
644,3.81,1,75
1220,4.99,1,112.5
337,0.98,1,41.25
4935,34.42,1,521.25
1211,8.64,1,146.25
495,3.23,1,63.75
2417,16.25,1,255
643,2.69,1,67.5
1052,10.9,1,153.75
842,4.3,1,90
1887,7.47,1,161.25
688,3.57,1,75
1130,13.24,1,183.75
1220,13.36,1,195
431,3.04,1,60
723,1.92,1,67.5
955,4.83,1,97.5
608,3.15,1,67.5
618,5.71,1,93.75
944,4.1,1,90
742,4.68,1,86.25
968,8.98,1,138.75
638,3.22,1,71.25
1873,15.58,1,240
238,1.42,1,37.5
303,1.48,1,41.25
540,2.57,1,63.75
541,2.91,3,63.75
617,2.25,1,63.75
491,4.35,1,71.25
1182,4.97,1,108.75
682,2.32,1,67.5
933,8.59,1,138.75
1413,4.68,1,120
1150,6.28,1,123.75
1234,3.7,1,101.25
503,3.99,1,71.25
1888,6.78,1,157.5
326,1.17,1,41.25
854,2.46,1,75
223,0.79,1,33.75
1714,6.47,1,157.5
1807,6.16,1,146.25
294,1.26,1,37.5
1511,10.14,2,165
390,2.43,1,52.5
299,1.14,1,41.25
326,1.48,1,37.5
907,5.36,1,101.25
1038,4.73,1,101.25
1115,1.66,2,90
825,2.9,1,78.75
734,2.01,2,71.25
803,3.2,1,75
1030,9.22,1,146.25
479,2.11,1,56.25
166,0.66,1,26.25
446,3.36,1,63.75
128,0.42,1,26.25
743,4.99,1,112.5
450,2.24,1,56.25
1159,22.27,1,300
289,2.09,1,45
796,4.51,1,90
1417,4.73,1,123.75
2077,10.4,1,191.25
707,3.27,1,75
1230,1.14,1,97.5
1759,5.17,2,146.25
1126,4.36,1,101.25
705,4.01,1,82.5
908,13.9,5,187.5
1077,12.2,1,172.5
375,2.12,1,48.75
720,2.98,1,67.5
1653,3.93,1,63.75
872,4.35,1,93.75
352,3.3,1,56.25
226,1.27,1,37.5
467,3.22,1,63.75
615,2.56,1,67.5
63,0.27,1,22.5
24,0.05,1,1.875
997,3.86,1,93.75
561,2.67,1,60
676,4.06,1,78.75
940,3.2,1,86.25
763,4.12,1,82.5
647,3.33,1,71.25
3396,8.26,1,255
1355,4.28,2,116.25
898,7.89,1,127.5
569,2.9,0,67.5
1381,5.54,1,120
1101,4.09,1,101.25
988,10.9,1,161.25
1966,12.44,1,217.5
673,3.41,1,75
527,2.66,1,60
897,3.89,3,86.25
524,2.25,1,56.25
2256,9.75,1,210
862,3.75,1,82.5
165,0.64,1,30
552,3.7,1,71.25
2071,7.55,1,168.75
1051,8.55,1,138.75
2487,23.67,1,333.75
2057,9.85,1,198.75
5100,38.38,1,566.25
1058,3.81,5,97.5
367,1.54,1,45
229,0.95,1,33.75
54,0.06,1,18.75
1570,8.35,1,157.5
3962,8.98,1,296.25
409,2.27,1,48.75
983,3.36,6,90
440,1.45,1,45
1366,5.5,1,120
242,0.97,1,33.75
757,6.42,1,108.75
467,1.42,1,48.75
573,1.98,1,56.25
748,3.07,1,75
1475,5.28,1,127.5
581,2.41,1,60
1115,2.82,1,93.75
4,0.03,1,112.5
498,2.56,1,56.25
483,2.08,1,56.25
489,2.48,1,60
915,2.49,1,82.5
938,2.67,1,82.5
679,3.09,1,75
682,4.33,1,82.5
996,4.55,2,93.75
659,2.53,1,67.5
779,8.11,2,123.75
60593,0.34,1,60
102,0.97,1,30
1432,5.47,1,127.5
2815,12.05,1,247.5
1111,7.56,1,135
859,1.93,2,75
773,4.94,1,90
10,0.13,2,322.5
3723,4.73,1,266.25
1256,11.72,1,176.25
455,3.65,1,67.5
375,1.92,1,52.5
595,2.51,1,63.75
740,2.32,1,67.5
125,0.56,1,26.25
2431,11.57,1,225
1005,3.67,1,93.75
386,2.03,1,48.75
807,6.37,1,112.5
275,1.43,1,37.5
802,3.54,1,78.75
491,2.01,1,56.25
843,3.86,1,82.5
86,0.42,1,75
419,2.33,1,52.5
364,1.16,1,41.25
1108,4.68,1,105
527,1.85,1,56.25
322,1.42,1,41.25
823,7.16,1,120
648,3.2,1,71.25
200,1.72,1,37.5
348,11.1,1,375
908,5.87,5,101.25
561,3.64,1,67.5
1710,9.3,1,180
341,1.11,1,45
719,2.74,1,67.5
797,3.28,1,75
1668,9.64,1,168.75
1189,4.67,1,112.5
647,3.7,1,78.75
765,1.24,1,67.5
23729,1.69,1,63.75
556,1.51,1,56.25
317,1.43,1,45
2064,18.83,1,0
689,9,1,127.5
994,5.87,1,108.75
1455,7.9,1,146.25
874,4.17,1,97.5
276,1.3,1,37.5
2001,7.24,2,172.5
811,4.09,1,82.5
718,1.85,1,67.5
587,2.91,1,67.5
1409,4.18,1,116.25
725,8.21,1,120
695,2.54,1,71.25
769,2.85,1,75
928,4.6,1,97.5
3566,13.41,1,217.5
524,2.03,1,48.75
854,3.33,1,82.5
342,1.5,1,41.25
1079,15.22,1,202.5
1096,6.57,1,116.25
457,1.85,1,52.5
463,0.77,1,48.75
686,5.09,1,90
17,0.24,1,112.5
1220,4.51,2,116.25
684,7.03,1,105
292,1.42,1,41.25
2281,13.52,1,240
705,3.2,1,71.25
381,1.19,1,41.25
604,7.63,2,300
585,5.79,5,97.5
444,1.74,1,48.75
1230,5.05,1,108.75
400,2.03,1,52.5
1928,15.66,1,228.75
1495,6.92,1,142.5
623,2.19,1,63.75
431,2.09,1,48.75
346,2.19,1,48.75
1892,15.53,1,240
110,0.47,1,26.25
1131,5.58,1,112.5
99,0.77,3,26.25
1422,10.3,1,168.75
766,11.64,1,157.5
798,2.27,1,71.25
526,1.96,1,60
708,2.43,1,67.5
1333,4.72,1,112.5
628,2.83,1,67.5
428,1.26,1,48.75
1082,1.98,1,86.25
633,2.45,1,67.5
253,1.16,1,37.5
1420,9.54,1,157.5
404,2.03,1,52.5
262,1.3,6,37.5
311,1.58,1,41.25
116,0.5,1,26.25
2113,5.89,1,165
1146,11.44,2,168.75
39,0.02,1,18.75
744,4.88,4,86.25
1455,5.63,1,131.25
2539,10.67,1,210
2122,8.93,1,187.5
603,2.85,1,63.75
958,3.6,1,90
774,3.43,1,78.75
947,2.74,1,86.25
1119,2.35,1,93.75
656,3.67,1,75
324,1.53,2,41.25
896,4.78,1,93.75
6,0.06,1,18.75
2079,15.3,1,236.25
806,4.31,1,86.25
1199,5.47,1,116.25
643,1.34,1,60
600,2.85,1,63.75
338,0.92,1,41.25
1083,5.23,1,105
664,3.54,1,75
803,6.2,1,112.5
222,1.21,5,37.5
1665,12.41,1,202.5
1093,2.41,1,90
224,1.09,1,33.75
646,4.62,5,82.5
2329,13.04,1,240
552,2.25,1,56.25
1073,4.18,1,97.5
700,4.62,1,82.5
582,2.33,2,60
838,4.83,1,93.75
820,4.39,1,90
399,1.13,1,45
964,9.38,1,150
728,3.22,1,75
414,1.93,1,52.5
1409,12.62,2,191.25
115,1.05,1,30
891,1.56,1,78.75
623,2.69,1,63.75
1325,6.6,1,127.5
707,4.33,1,86.25
384,2.12,1,48.75
3325,58.74,1,735
436,3.19,1,63.75
174,1.17,1,33.75
676,3.7,1,78.75
336,1.71,1,48.75
141,0.32,1,26.25
2166,14.76,4,454.125
741,2.82,1,75
146,0.87,1,26.25
1276,7.79,1,131.25
268,0.93,1,37.5
380,2.57,1,52.5
683,2.9,2,67.5
450,2.01,6,52.5
525,2.51,2,56.25
945,3.72,1,86.25
265,1.05,1,37.5
1005,2.74,1,90
931,2.74,1,86.25
721,2.67,1,71.25
496,3.06,2,63.75
1873,5.42,1,150
509,2.3,2,60
682,4.22,1,82.5
678,3.89,1,78.75
1295,6.28,1,123.75
1180,5.31,1,112.5
647,7.77,1,112.5
238,0.8,1,33.75
206,0.45,1,30
1349,6.36,1,131.25
946,4.7,2,93.75
846,5.47,0,101.25
611,4.44,1,78.75
1003,6.12,1,108.75
955,4.09,1,90
456,2.82,1,56.25
1004,3.64,1,90
745,5.12,1,90
286,1.61,1,41.25
244,1.83,1,41.25
1325,5.12,1,108.75
269,0.92,1,37.5
2499,24.41,3,360
775,3.98,1,82.5
129,0.48,5,26.25
314,1.03,1,37.5
549,2.09,2,60
895,2.16,1,78.75
864,6.79,1,116.25
1008,2.9,1,90
3070,9.91,1,247.5
570,3.33,1,71.25
258,2.25,1,45
542,1.72,1,56.25
1806,5.2,1,142.5
1111,15.11,2,202.5
390,1.64,1,48.75
308,0.9,1,37.5
724,3.12,6,75
2694,21.47,1,311.25
318,1.67,1,41.25
293,1.5,5,41.25
255,0.8,1,30
414,2.66,1,56.25
1339,12.15,1,187.5
422,1.67,1,45
764,3.2,1,75
2883,21.24,2,333.75
858,9.82,1,146.25
436,1.77,1,52.5
601,2.29,1,63.75
1708,11.93,1,198.75
1189,4.33,1,105
1038,4.83,2,105
502,2.2,1,56.25
365,1.27,1,41.25
1079,2.66,1,90
2181,8.84,1,202.5
423,1.75,1,45
1205,4.62,1,108.75
277,1.01,1,37.5
362,0.98,1,41.25
1315,11.81,1,176.25
743,1.88,1,67.5
1070,4.22,1,97.5
202,1.38,1,37.5
528,1.93,1,56.25
356,2.14,1,48.75
740,2.8,1,71.25
545,1.83,1,56.25
269,0.97,1,33.75
545,2.14,1,60
846,7.68,1,116.25
1700,12.21,1,198.75
441,1.42,1,48.75
203,0.87,1,33.75
583,4.17,5,78.75
237,1.14,1,33.75
582,5.38,1,90
503,1.51,1,48.75
407,2.19,5,52.5
879,10.43,1,142.5
941,2.75,6,78.75
1081,4.14,1,93.75
4832,19.63,1,150
1182,4.55,1,135
409,1.61,1,48.75
4945,15.76,1,378.75
499,0.8,1,48.75
450,3.03,1,60
1584,5.95,1,135
678,5.94,1,97.5
641,2.77,1,67.5
591,5.31,1,86.25
1273,7.98,1,142.5
1749,7.52,1,153.75
254,1.08,1,37.5
3979,44.77,1,603.75
603,2.67,1,67.5
213,1.26,1,33.75
851,4.01,1,86.25
477,2.46,1,56.25
1086,4.97,2,105
577,1.69,1,56.25
968,5.78,1,105
244,1.37,1,37.5
2244,6.47,1,176.25
318,1.43,1,41.25
364,1.19,1,41.25
568,2.41,1,63.75
341,1.09,1,41.25
790,2.49,1,71.25
217,1.19,1,33.75
401,1.42,1,48.75
534,3.51,1,67.5
320,1.46,2,45
1393,9.9,5,157.5
220,1.63,1,37.5
667,3.25,1,71.25
487,1.75,1,52.5
248,0.9,1,33.75
221,1.06,1,33.75
1414,4.99,3,123.75
232,0.26,1,30
296,0.9,1,37.5
314,0.92,1,37.5
1102,5.02,1,108.75
1096,3.88,1,101.25
332,2.46,1,48.75
517,1.29,1,52.5
1488,3.25,1,120
222,1.19,1,37.5
765,3.54,1,78.75
1297,8.61,1,157.5
1963,4.63,1,146.25
727,4.44,1,82.5
646,3.17,1,71.25
1119,0.45,1,86.25
1001,10.96,5,161.25
1965,13.81,1,232.5
1088,5.21,2,105
816,6.98,1,108.75
228,1.37,1,37.5
842,3.28,1,82.5
876,3.51,1,82.5
1129,10.62,1,161.25
661,2.95,1,67.5
884,2.59,1,78.75
383,4.2,1,75
435,2.48,1,56.25
376,1.59,1,45
592,2.4,1,63.75
1335,7.71,1,142.5
943,3.04,1,86.25
687,4.59,1,82.5
1096,7.45,1,127.5
1046,4.07,1,97.5
82,0.16,2,22.5
304,0.8,1,37.5
405,1.8,1,48.75
612,2.09,1,63.75
855,3.86,1,82.5
763,2.14,1,71.25
1469,8.26,1,390
663,3.22,2,71.25
549,2.14,1,60
494,2.82,2,63.75
1172,4.52,6,101.25
659,2.24,2,67.5
1201,5.31,1,116.25
940,7.48,1,116.25
557,2.57,3,60
1935,24.59,1,322.5
735,2.69,2,71.25
524,4.07,1,75
715,3.3,1,71.25
551,3.32,1,67.5
204,1.77,2,37.5
3515,6.44,1,247.5
944,4.92,1,93.75
511,3.38,1,63.75
1551,29.26,1,363.75
1046,3.27,1,90
357,2.27,1,52.5
799,3.67,1,82.5
1893,11.59,1,195
378,2.38,1,52.5
218,0.92,1,33.75
331,1.48,1,41.25
900,2.75,1,78.75
236,1.88,1,41.25
692,2.74,1,71.25
3,0.39,2,525
1074,6.24,1,112.5
707,5.47,1,93.75
915,5.7,1,97.5
599,2.88,1,63.75
666,2.91,1,67.5
1670,15.77,1,225
327,0.68,1,33.75
382,1.63,1,48.75
1002,11.47,1,168.75
357,2.09,1,48.75
489,2.25,1,56.25
280,1.29,1,41.25
1240,8.24,1,146.25
208,1.09,1,33.75
669,1.93,2,63.75
450,2.48,1,90
765,12.23,1,165
4071,29.18,1,390
1036,6.12,1,101.25
1294,14.32,1,198.75
980,4.6,1,97.5
454,1.5,1,48.75
1212,10.83,1,157.5
1521,11.01,2,183.75
897,0.64,1,75
615,1.87,1,56.25
3139,15.29,1,266.25
900,2.95,6,82.5
2234,9.03,5,195
914,4.12,1,90
470,1.77,1,52.5
2280,8.71,1,191.25
112,1,1,30
1050,5.58,1,108.75
1936,16.77,1,243.75
294,1.5,1,41.25
2034,7.48,1,172.5
1595,3.81,2,123.75
1139,4.02,1,97.5
704,2.54,1,71.25
746,7.13,1,112.5
401,3.11,1,56.25
591,1.92,1,56.25
503,3.22,1,63.75
459,1.71,1,52.5
547,1.59,1,56.25
1300,4.44,2,93.75
712,2.49,2,67.5
1831,13.2,1,221.25
873,4.75,1,93.75
3314,16.9,1,296.25
4701,26.46,1,442.5
554,3.69,1,67.5
453,1.13,1,48.75
660,0.98,1,60
542,1.61,2,56.25
231,1.11,1,33.75
524,2.93,1,90
794,10.93,1,153.75
1577,11.64,2,183.75
1027,3.65,5,90
612,1.61,1,60
1100,6.12,1,116.25
1204,5.5,1,120
1542,8.03,1,157.5
283,0.97,1,37.5
1023,2.74,1,86.25
107,0.77,2,26.25
319,1.72,1,45
1165,4.12,1,105
2104,13.52,1,217.5
681,2.64,1,67.5
83,0.31,1,22.5
2492,3.51,1,180
269,1.34,1,37.5
1318,4.68,1,120
558,2.57,1,63.75
655,2.01,2,63.75
1315,5.15,2,116.25
680,2.3,1,67.5
2057,17.65,1,255
308,2.41,1,48.75
416,2,1,48.75
892,3.52,1,86.25
798,2.83,1,78.75
826,3.86,1,86.25
638,2.11,1,63.75
363,2.37,1,52.5
413,2.04,1,52.5
917,4.51,1,93.75
511,2.57,1,60
521,2.2,1,56.25
836,2.91,1,78.75
144,1.35,2,33.75
707,1.79,1,63.75
1172,3.04,1,101.25
840,2.74,1,78.75
797,4.78,1,86.25
747,1.29,1,63.75
297,1.09,1,37.5
1651,10.51,2,187.5
2235,9.66,1,202.5
736,1.82,4,67.5
690,4.89,1,86.25
1067,3.22,1,93.75
857,10.44,1,146.25
4,0.66,1,637.5
169,0.69,1,30
408,2.14,1,52.5
1200,12.15,1,172.5
475,2.51,1,52.5
689,4.04,1,78.75
325,1.71,1,45
600,2.8,1,90
481,1.8,1,52.5
1797,4.83,1,146.25
650,3.22,0,67.5
399,1.37,1,45
177,0.79,2,30
626,2.49,1,63.75
1332,4.02,1,112.5
1360,11.46,1,176.25
344,1.59,1,45
1809,7.56,1,157.5
341,1.19,1,41.25
1157,3.7,1,101.25
565,2.85,1,63.75
1009,7.71,1,123.75
206,1.48,1,37.5
748,3.81,1,78.75
899,9.35,1,142.5
1452,7.6,1,262.5
326,1.45,2,41.25
715,13.12,1,172.5
3464,24.94,1,322.5
64,0.16,1,22.5
332,1.14,1,41.25
271,1.4,1,41.25
446,1.79,1,52.5
1071,3.85,1,93.75
249,1.46,1,37.5
1245,4.51,1,112.5
665,2.56,1,67.5
461,2.06,1,52.5
642,4.83,1,90
2660,11.49,2,243.75
1420,4.99,1,123.75
932,5.18,2,97.5
1962,19.81,1,273.75
735,4.81,1,93.75
755,5.66,4,345
713,3.69,1,75
1399,11.52,1,187.5
314,1.67,1,41.25
576,6.1,1,93.75
1060,4.91,1,112.5
1491,6.16,1,135
324,2.69,1,52.5
984,3.86,1,93.75
859,5.25,1,97.5
1224,6.12,1,120
1596,6.26,1,138.75
943,6.97,1,116.25
315,1.48,1,41.25
1111,11.1,1,165
585,2.38,1,60
937,4.46,1,90
496,3.06,1,63.75
405,1.03,1,45
521,2.41,1,60
994,3.06,3,86.25
248,1.53,1,41.25
447,2.24,1,56.25
2171,12.38,1,213.75
981,4.28,1,93.75
1161,7.58,1,135
513,1.95,1,52.5
195,0.79,1,30
17,0.14,1,18.75
174,0.69,1,30
1771,12.63,1,206.25
1930,18.19,6,270
624,2.51,1,63.75
1469,5.44,1,123.75
529,3.43,1,63.75
437,2.75,1,56.25
887,4.31,1,90
204,0.82,1,33.75
832,4.92,1,90
356,1.51,2,45
608,2.96,1,63.75
1059,3.88,1,97.5
501,2.27,1,56.25
240,1.53,2,37.5
1005,8.05,1,135
670,2.93,1,71.25
1011,4.25,1,93.75
1217,5.73,1,116.25
707,3.38,1,71.25
362,1.38,1,45
1486,4.67,1,123.75
1039,4.04,1,97.5
562,6.45,1,93.75
1726,8.72,1,165
1810,9.83,1,176.25
507,4.01,1,67.5
1174,6.6,1,127.5
596,3.6,1,71.25
700,2.41,2,67.5
409,2.2,1,52.5
774,1.45,1,67.5
975,3.91,1,93.75
1317,4.28,1,108.75
394,1.59,1,45
1154,2.38,1,300
804,5.21,1,97.5
1707,6.66,1,150
693,3.72,6,78.75
627,2.35,1,63.75
629,2.62,2,60
810,3.99,1,86.25
1226,15.06,1,206.25
923,8.42,1,135
418,1.51,1,48.75
1172,8.26,1,138.75
351,1.48,5,41.25
496,2.25,3,56.25
581,1.95,1,60
1540,7.71,1,150
1448,4.96,1,123.75
356,3.89,1,90
1133,7.15,5,120
891,13.42,1,176.25
1326,3.78,6,108.75
275,0.85,1,33.75
646,3.62,1,71.25
304,1.03,1,41.25
513,1.93,3,56.25
826,4.09,1,86.25
1983,27.84,1,390
1673,8.03,1,150
624,4.51,1,82.5
1722,7.21,1,157.5
987,5.44,1,105
1943,12.25,2,337.5
701,1.92,1,63.75
903,6.76,1,108.75
1260,5.21,1,116.25
860,3.73,1,90
265,0.82,1,33.75
145,0.47,1,26.25
2385,9.45,1,202.5
247,0.84,1,37.5
1797,8.14,1,157.5
610,3.11,1,67.5
234,1.24,1,37.5
177,0.56,1,30
955,5.2,2,97.5
171,0.98,5,30
526,2.45,1,60
474,1.75,1,52.5
343,1.56,1,45
1238,6.28,1,120
879,3.41,1,86.25
1574,5.79,2,131.25
893,3.23,1,82.5
929,4.97,2,97.5
640,3.65,1,75
1765,9.5,1,180
469,2.25,1,56.25
1501,6.44,2,142.5
555,2.69,1,63.75
1417,9.22,3,157.5
1280,4.36,1,112.5
785,6.92,1,112.5
1350,6.34,1,127.5
734,10.03,1,142.5
632,1.4,1,56.25
859,3.38,1,82.5
964,8.59,1,131.25
605,2.37,1,63.75
578,1.51,1,56.25
708,5.63,1,86.25
3,0.02,1,150
855,4.43,1,93.75
1115,4.91,1,105
1005,12.28,1,172.5
971,4.02,1,93.75
164,0.56,1,30
631,3.35,1,67.5
22,0.64,1,525
294,1.5,1,41.25
417,1.92,2,48.75
263,1.85,1,41.25
814,3.69,1,82.5
298,1.29,1,41.25
585,2.99,1,67.5
505,2.06,1,56.25
270,1.45,1,37.5
1940,20.58,1,296.25
666,2.83,2,67.5
1009,3.27,1,90
988,6.44,1,112.5
1838,9.17,2,165
407,1.51,3,48.75
1516,4.73,1,123.75
1797,7.31,1,172.5
441,1.48,1,45
1053,4.57,1,97.5
950,3.51,2,86.25
1003,7.15,1,120
1865,14.6,1,202.5
1409,6.1,1,131.25
487,1.45,1,48.75
405,1.69,1,48.75
516,1.93,1,52.5
662,2.67,1,67.5
920,2.2,1,78.75
582,13.6,1,240
1367,7.19,1,127.5
513,3.94,1,75
1058,5.02,1,105
1342,5.17,1,120
1632,3.65,1,123.75
338,1.22,1,41.25
592,3.43,1,71.25
1354,12.34,1,180
864,3.4,1,82.5
361,1.37,2,45
702,3.27,1,75
491,3.22,1,63.75
989,3.38,1,93.75
1741,12.55,1,202.5
268,1.21,1,37.5
1154,2.86,1,97.5
954,3.46,1,90
3,0.13,1,112.5
195,1,1,33.75
1239,14.89,1,206.25
452,1.75,1,48.75
886,10.81,1,150
637,2.29,2,60
361,1.71,1,45
1154,16.37,1,221.25
162,0.8,1,30
1500,9.67,1,161.25
861,2.11,1,75
349,0.8,1,41.25
775,3.06,1,75
488,2.19,1,56.25
115,0.79,1,30
626,1.74,2,60
1445,22.82,1,292.5
1042,4.99,1,97.5
395,2.41,1,52.5
635,2.9,1,67.5
31,0.02,1,18.75
289,1.74,1,41.25
925,1.66,1,48.75
271,1.29,1,41.25
1227,12.33,1,183.75
492,4.01,2,75
575,2.33,2,60
359,1.37,2,45
213,1.17,1,33.75
1344,4.26,1,112.5
1772,10.94,1,176.25
903,5.15,1,93.75
505,2.33,1,56.25
1588,6.76,1,146.25
418,1.29,1,48.75
2080,4.75,1,157.5
1707,7.32,6,153.75
405,1.95,1,48.75
1525,17.86,1,525
1133,8.98,1,138.75
447,1.58,1,48.75
369,2.46,1,52.5
3895,21.57,3,382.5
248,1.4,1,41.25
445,3.22,1,60
257,2.19,1,45
1028,14.16,1,191.25
803,2.03,1,71.25
996,3.04,1,86.25
5,0.02,1,18.75
867,2.22,5,78.75
776,3.25,1,78.75
667,2.11,1,63.75
360,0.79,1,41.25
424,1.66,1,48.75
376,1.53,1,45
999,2.32,1,82.5
293,1.72,1,45
811,3.27,1,78.75
387,1.26,1,45
614,2.33,1,63.75
629,2,1,63.75
253,2.29,1,48.75
266,0.95,1,37.5
210,1.92,1,41.25
483,3.38,1,63.75
796,3.73,1,82.5
272,2.3,1,45
606,3.56,1,71.25
2386,11.25,1,213.75
647,3.07,1,71.25
491,2.09,1,52.5
596,2.69,1,67.5
283,1.46,1,41.25
653,3.09,2,71.25
56,0.6,1,0.75
296,0.98,2,37.5
786,2.88,1,75
2257,12.49,1,225
996,3.77,1,93.75
608,1.93,1,63.75
393,1.53,1,45
2549,21.34,1,326.25
725,3.3,2,75
238,1.38,1,37.5
951,7.72,1,123.75
238,1.54,1,41.25
284,2.12,1,45
350,1.79,1,48.75
1673,14.63,1,202.5
328,1.22,1,41.25
463,8.88,1,225
937,4.04,1,93.75
963,3.6,1,90
2773,26.17,1,375
928,3.41,1,86.25
658,4.35,1,78.75
761,6.82,1,105
2012,9.35,2,191.25
1818,12.07,2,198.75
657,3.2,1,71.25
872,6.9,1,116.25
49,0.48,1,22.5
737,4.47,1,82.5
867,3.6,1,82.5
1268,2.57,1,101.25
939,3.32,1,82.5
1757,7.39,1,675
692,3.44,6,75
1184,3.93,1,105
364,1.93,1,48.75
456,2.62,2,56.25
495,3.54,1,63.75
785,2.12,1,71.25
498,3.72,1,67.5
1036,6.04,1,112.5
512,2.3,1,60
647,4.04,1,93.75
857,1.93,1,75
569,2.48,1,60
672,4.67,1,82.5
884,3.04,3,82.5
872,2.72,1,78.75
749,3.38,1,75
719,3.46,1,71.25
835,4.14,1,82.5
783,6.63,1,112.5
699,2.69,1,67.5
1137,6.2,5,120
206,0.76,1,30
527,2.4,1,60
2017,6.79,1,157.5
1090,6.44,1,127.5
70,0.08,1,187.5
448,2.43,1,56.25
98,0.48,1,26.25
383,1.56,1,45
157,1.75,1,37.5
954,3.49,1,82.5
335,2.33,1,48.75
888,4.78,5,97.5
1150,4.99,1,105
1184,10.43,2,161.25
381,1,1,41.25
29,0.48,1,0
1327,5.36,1,120
265,1.5,1,41.25
2778,31.48,1,750
2225,16.46,1,288.75
1118,5.55,1,112.5
1403,6.24,1,131.25
1437,14.52,5,206.25
639,2.27,1,63.75
1181,5.26,1,112.5
662,2.57,1,67.5
347,1.93,1,45
359,1.77,1,45
346,1.69,1,45
1609,8.85,1,153.75
2196,8.42,1,195
2282,10.28,1,191.25
631,2.46,1,67.5
835,4.62,1,90
1734,6.23,1,146.25
596,3.15,1,71.25
420,1.67,1,48.75
966,6.02,1,108.75
346,1.19,1,41.25
889,8.47,2,135
217,1.03,1,37.5
2276,29.35,1,390
560,3.2,1,67.5
799,2.22,6,71.25
653,2.66,1,67.5
1228,6.92,1,127.5
13,3.54,1,18.75
955,3.77,1,90
489,0.95,1,48.75
149,0.63,1,30
2488,9.98,1,202.5
1543,12.01,1,187.5
219,1.3,1,37.5
2260,30.55,1,390
1553,4.44,1,127.5
1063,5.29,1,112.5
713,4.23,1,78.75
1512,4.65,1,131.25
591,2.4,1,60
784,3.4,6,75
510,3.25,1,60
534,2.8,1,60
601,1.46,2,60
446,1.93,1,48.75
1779,4.88,1,138.75
1111,4.22,1,105
925,5.94,1,105
664,3.04,1,71.25
629,4.04,1,75
762,6.13,1,105
519,2.25,1,56.25
1278,4.02,1,108.75
